basic_prompt,instructive_prompt,CoT_prompt
"If all musical recordings were lost, how would you listen to music?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all musical recordings were lost, how would you listen to music?","If all musical recordings were lost, how would you listen to music? Let's think step by step."
"If all ships and boats disappeared, how would you travel across a large body of water?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all ships and boats disappeared, how would you travel across a large body of water?","If all ships and boats disappeared, how would you travel across a large body of water? Let's think step by step."
"If all televisions disappeared, how would you keep up with the news?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all televisions disappeared, how would you keep up with the news?","If all televisions disappeared, how would you keep up with the news? Let's think step by step."
"If all mirrors vanished, how would you see your own reflection?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all mirrors vanished, how would you see your own reflection?","If all mirrors vanished, how would you see your own reflection? Let's think step by step."
"If the ocean levels rose drastically, where would you live?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If the ocean levels rose drastically, where would you live?","If the ocean levels rose drastically, where would you live? Let's think step by step."
"If all animals disappeared, how would you deal with pests like insects?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all animals disappeared, how would you deal with pests like insects?","If all animals disappeared, how would you deal with pests like insects? Let's think step by step."
"If the sky were always cloudy, how would you get enough sunlight?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If the sky were always cloudy, how would you get enough sunlight?","If the sky were always cloudy, how would you get enough sunlight? Let's think step by step."
"If all the world's currency disappeared, how would you trade goods and services?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all the world's currency disappeared, how would you trade goods and services?","If all the world's currency disappeared, how would you trade goods and services? Let's think step by step."
"If all the flowers disappeared, how would you pollinate plants?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all the flowers disappeared, how would you pollinate plants?","If all the flowers disappeared, how would you pollinate plants? Let's think step by step."
"If there were no more seasons, how would you plan your yearly activities?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If there were no more seasons, how would you plan your yearly activities?","If there were no more seasons, how would you plan your yearly activities? Let's think step by step."
"If all keys disappeared, how would you secure your belongings?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all keys disappeared, how would you secure your belongings?","If all keys disappeared, how would you secure your belongings? Let's think step by step."
"If all photos and paintings disappeared, how would you remember past events and people?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all photos and paintings disappeared, how would you remember past events and people?","If all photos and paintings disappeared, how would you remember past events and people? Let's think step by step."
"If all lamps and lighting fixtures disappeared, how would you light up a room at night?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all lamps and lighting fixtures disappeared, how would you light up a room at night?","If all lamps and lighting fixtures disappeared, how would you light up a room at night? Let's think step by step."
"If all natural materials like wood and stone disappeared, how would you build a house?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all natural materials like wood and stone disappeared, how would you build a house?","If all natural materials like wood and stone disappeared, how would you build a house? Let's think step by step."
"If there were no more clouds, how would you predict the weather?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If there were no more clouds, how would you predict the weather?","If there were no more clouds, how would you predict the weather? Let's think step by step."
"If you were the last person on Earth, how would you spend your time?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If you were the last person on Earth, how would you spend your time?","If you were the last person on Earth, how would you spend your time? Let's think step by step."
"If all sporting equipment disappeared, how would you stay active and fit?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all sporting equipment disappeared, how would you stay active and fit?","If all sporting equipment disappeared, how would you stay active and fit? Let's think step by step."
"If all watches and clocks disappeared, how would you schedule your day?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all watches and clocks disappeared, how would you schedule your day?","If all watches and clocks disappeared, how would you schedule your day? Let's think step by step."
"If the ground became too hard to dig into, how would you plant a garden?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If the ground became too hard to dig into, how would you plant a garden?","If the ground became too hard to dig into, how would you plant a garden? Let's think step by step."
"If all beaches disappeared, where would you go to relax?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all beaches disappeared, where would you go to relax?","If all beaches disappeared, where would you go to relax? Let's think step by step."
"If all trees disappeared, how would you find shade on a hot day?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all trees disappeared, how would you find shade on a hot day?","If all trees disappeared, how would you find shade on a hot day? Let's think step by step."
"If all cosmetic products disappeared, how would you maintain your personal grooming habits?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all cosmetic products disappeared, how would you maintain your personal grooming habits?","If all cosmetic products disappeared, how would you maintain your personal grooming habits? Let's think step by step."
"If all the world's oil disappeared, how would you power vehicles?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all the world's oil disappeared, how would you power vehicles?","If all the world's oil disappeared, how would you power vehicles? Let's think step by step."
"If all phones stopped working, how would you communicate long distance?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all phones stopped working, how would you communicate long distance?","If all phones stopped working, how would you communicate long distance? Let's think step by step."
"If all mountains vanished, how would you enjoy outdoor activities?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all mountains vanished, how would you enjoy outdoor activities?","If all mountains vanished, how would you enjoy outdoor activities? Let's think step by step."
"If all toys disappeared, how would children play?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all toys disappeared, how would children play?","If all toys disappeared, how would children play? Let's think step by step."
"If you had to live in complete silence, how would you entertain yourself?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If you had to live in complete silence, how would you entertain yourself?","If you had to live in complete silence, how would you entertain yourself? Let's think step by step."
"If all paper money and coins disappeared, how would you pay for things?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all paper money and coins disappeared, how would you pay for things?","If all paper money and coins disappeared, how would you pay for things? Let's think step by step."
"If all forms of identification disappeared, how would you prove who you are?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all forms of identification disappeared, how would you prove who you are?","If all forms of identification disappeared, how would you prove who you are? Let's think step by step."
"If all language disappeared, how would you communicate with others?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all language disappeared, how would you communicate with others?","If all language disappeared, how would you communicate with others? Let's think step by step."
"If there were no more night-time, how would you sleep?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If there were no more night-time, how would you sleep?","If there were no more night-time, how would you sleep? Let's think step by step."
"If you could no longer stand up, how would you move around?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If you could no longer stand up, how would you move around?","If you could no longer stand up, how would you move around? Let's think step by step."
"If all digital data were lost, how would you store information?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all digital data were lost, how would you store information?","If all digital data were lost, how would you store information? Let's think step by step."
"If all soap disappeared, how would you keep clean?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all soap disappeared, how would you keep clean?","If all soap disappeared, how would you keep clean? Let's think step by step."
"If all scissors and knives disappeared, how would you cut things?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all scissors and knives disappeared, how would you cut things?","If all scissors and knives disappeared, how would you cut things? Let's think step by step."
"If all roads became impassable, how would you travel?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all roads became impassable, how would you travel?","If all roads became impassable, how would you travel? Let's think step by step."
"If all plastic disappeared, what materials would you use instead?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all plastic disappeared, what materials would you use instead?","If all plastic disappeared, what materials would you use instead? Let's think step by step."
"If there was no more rain, how would you collect water?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If there was no more rain, how would you collect water?","If there was no more rain, how would you collect water? Let's think step by step."
"If you lost your ability to feel any physical sensation, how would you protect yourself from injury?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If you lost your ability to feel any physical sensation, how would you protect yourself from injury?","If you lost your ability to feel any physical sensation, how would you protect yourself from injury? Let's think step by step."
"If all beds disappeared, where would you sleep?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all beds disappeared, where would you sleep?","If all beds disappeared, where would you sleep? Let's think step by step."
"If all restaurants closed, how would you have a special dining experience?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all restaurants closed, how would you have a special dining experience?","If all restaurants closed, how would you have a special dining experience? Let's think step by step."
"If all movies and theatres disappeared, how would you create a cinematic experience?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all movies and theatres disappeared, how would you create a cinematic experience?","If all movies and theatres disappeared, how would you create a cinematic experience? Let's think step by step."
"If all pillows disappeared, how would you rest your head comfortably while sleeping?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all pillows disappeared, how would you rest your head comfortably while sleeping?","If all pillows disappeared, how would you rest your head comfortably while sleeping? Let's think step by step."
"If all sand disappeared, how would you enjoy the beach?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all sand disappeared, how would you enjoy the beach?","If all sand disappeared, how would you enjoy the beach? Let's think step by step."
"If all jewels and precious metals disappeared, how would you create valuable ornaments?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all jewels and precious metals disappeared, how would you create valuable ornaments?","If all jewels and precious metals disappeared, how would you create valuable ornaments? Let's think step by step."
"If all perfumes disappeared, how would you create pleasant scents?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all perfumes disappeared, how would you create pleasant scents?","If all perfumes disappeared, how would you create pleasant scents? Let's think step by step."
"If all colors disappeared and everything turned black and white, how would you differentiate between different objects?","Creativity Situation Task. The purpose of this task is to assess your ability to generate creative solutions to a unique situations. You'll be presented with a scenario, and your task is to suggest as many solutions or outcomes as you can think of for each situation. Remember, the focus of this task is on creativity, not feasibility. Don't limit your ideas based on whether they could actually happen or not. This is a thought experiment, so push your imagination to its limits. Try to generate as many diverse and unique outcomes as you can. Quality is important, but so is quantity. Here's the scenario: If all colors disappeared and everything turned black and white, how would you differentiate between different objects?","If all colors disappeared and everything turned black and white, how would you differentiate between different objects? Let's think step by step."
