basic_prompt,instructive_prompt,CoT_prompt
What might happen if all world leaders were women?,"The Consequences Task. Your task is to imagine the consequences of an unusual situation. Please take your time to think creatively and provide as many responses as you can. Please list as many consequences as you can think of, considering various aspects such as personal, social, economic, and ethical implications. Here's your situation:What might happen if all world leaders were women?",What might happen if all world leaders were women?Let's think step by step.
What are the implications if humans could swap bodies with each other?,"The Consequences Task. Your task is to imagine the consequences of an unusual situation. Please take your time to think creatively and provide as many responses as you can. Please list as many consequences as you can think of, considering various aspects such as personal, social, economic, and ethical implications. Here's your situation:What are the implications if humans could swap bodies with each other?",What are the implications if humans could swap bodies with each other?Let's think step by step.
What could be the consequences if all world debt was erased?,"The Consequences Task. Your task is to imagine the consequences of an unusual situation. Please take your time to think creatively and provide as many responses as you can. Please list as many consequences as you can think of, considering various aspects such as personal, social, economic, and ethical implications. Here's your situation:What could be the consequences if all world debt was erased?",What could be the consequences if all world debt was erased?Let's think step by step.
What might happen if gravity was reversed for a day?,"The Consequences Task. Your task is to imagine the consequences of an unusual situation. Please take your time to think creatively and provide as many responses as you can. Please list as many consequences as you can think of, considering various aspects such as personal, social, economic, and ethical implications. Here's your situation:What might happen if gravity was reversed for a day?",What might happen if gravity was reversed for a day?Let's think step by step.
"What are the implications if everyone had access to free, high-quality education?","The Consequences Task. Your task is to imagine the consequences of an unusual situation. Please take your time to think creatively and provide as many responses as you can. Please list as many consequences as you can think of, considering various aspects such as personal, social, economic, and ethical implications. Here's your situation:What are the implications if everyone had access to free, high-quality education?","What are the implications if everyone had access to free, high-quality education?Let's think step by step."
What would happen if we found a cure for all mental illnesses?,"The Consequences Task. Your task is to imagine the consequences of an unusual situation. Please take your time to think creatively and provide as many responses as you can. Please list as many consequences as you can think of, considering various aspects such as personal, social, economic, and ethical implications. Here's your situation:What would happen if we found a cure for all mental illnesses?",What would happen if we found a cure for all mental illnesses?Let's think step by step.
What could be the consequences if we discovered the existence of parallel universes?,"The Consequences Task. Your task is to imagine the consequences of an unusual situation. Please take your time to think creatively and provide as many responses as you can. Please list as many consequences as you can think of, considering various aspects such as personal, social, economic, and ethical implications. Here's your situation:What could be the consequences if we discovered the existence of parallel universes?",What could be the consequences if we discovered the existence of parallel universes?Let's think step by step.
What might happen if all humans suddenly became pacifists?,"The Consequences Task. Your task is to imagine the consequences of an unusual situation. Please take your time to think creatively and provide as many responses as you can. Please list as many consequences as you can think of, considering various aspects such as personal, social, economic, and ethical implications. Here's your situation:What might happen if all humans suddenly became pacifists?",What might happen if all humans suddenly became pacifists?Let's think step by step.
What are the implications if humans no longer needed to sleep?,"The Consequences Task. Your task is to imagine the consequences of an unusual situation. Please take your time to think creatively and provide as many responses as you can. Please list as many consequences as you can think of, considering various aspects such as personal, social, economic, and ethical implications. Here's your situation:What are the implications if humans no longer needed to sleep?",What are the implications if humans no longer needed to sleep?Let's think step by step.
What could be the consequences if the earth had rings like Saturn?,"The Consequences Task. Your task is to imagine the consequences of an unusual situation. Please take your time to think creatively and provide as many responses as you can. Please list as many consequences as you can think of, considering various aspects such as personal, social, economic, and ethical implications. Here's your situation:What could be the consequences if the earth had rings like Saturn?",What could be the consequences if the earth had rings like Saturn?Let's think step by step.
What might happen if we could bring back people from the dead?,"The Consequences Task. Your task is to imagine the consequences of an unusual situation. Please take your time to think creatively and provide as many responses as you can. Please list as many consequences as you can think of, considering various aspects such as personal, social, economic, and ethical implications. Here's your situation:What might happen if we could bring back people from the dead?",What might happen if we could bring back people from the dead?Let's think step by step.
What would be the implications if every person could choose their physical appearance?,"The Consequences Task. Your task is to imagine the consequences of an unusual situation. Please take your time to think creatively and provide as many responses as you can. Please list as many consequences as you can think of, considering various aspects such as personal, social, economic, and ethical implications. Here's your situation:What would be the implications if every person could choose their physical appearance?",What would be the implications if every person could choose their physical appearance?Let's think step by step.
